GeneralAdvice+运动++,GeneralAdvice+治疗++	GeneralExplanation+问题++,GeneralExplanation+问题++
O	B+AskForSure+行为+行为名	
O	I+AskForSure+行为+行为名	


Accept+++	Accept+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


	AskFor+行为+时间+?
B+AskFor+问题+时间	O	
I+AskFor+问题+时间	O	
O	O	
O	O	
O	O	
O	O	
O	B+AskFor+行为+行为名	
O	O	
O	O	
O	O	


none	Assure+++
O	O	
O	O	
B+Advice+行为+行为名	O	
I+Advice+行为+行为名	O	
O	O	
O	O	
O	O	


none	none
B+AskForSure+问题+时间	B+AskForSure+饮食+饮食名	
I+AskForSure+行为+时间	I+AskForSure+饮食+饮食名	
O	O	
B+AskForSure+饮食+饮食名	O	
I+AskForSure+行为+行为名	O	
O	O	
O	O	


none	Deny+++,Chitchat+++
O	O	
O	O	
O	O	
B+AskForSure+饮食+时间	O	
I+AskForSure+饮食+时间	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+饮食+时间	B+Advice+饮食+饮食量	
I+AskForSure+饮食+时间	I+Advice+饮食+饮食量	
I+AskForSure+饮食+时间	I+Advice+饮食+饮食量	
I+AskForSure+饮食+饮食名	I+Advice+饮食+饮食量	
B+AskForSure+饮食+饮食名	I+Advice+饮食+饮食量	
I+AskForSure+饮食+饮食名	I+Advice+饮食+饮食量	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+饮食+时间	O	
I+AskForSure+饮食+时间	O	
I+AskForSure+饮食+时间	O	
I+AskForSure+饮食+时间	O	
I+AskForSure+行为+行为名	O	
I+AskForSure+行为+行为名	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


Deny+++	Deny+++,Chitchat+++
O	O	
O	O	
O	O	
B+Inform+问题+时间	O	
I+Inform+问题+时间	O	
O	O	
O	O	
B+Inform+饮食+时间	O	
I+Inform+饮食+时间	O	
O	O	
O	O	
B+Explanation+饮食+饮食量	O	
I+Explanation+饮食+饮食量	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
I+Inform+饮食+时间	O	
I+AskForSure+饮食+时间	O	


GeneralAdvice+饮食++	GeneralAdvice+饮食++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
I+Advice+饮食+饮食量	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	Deny+++
B+Advice+饮食+饮食名	O	
I+Advice+饮食+饮食名	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
I+Explanation+饮食+成分	O	
I+Explanation+饮食+成分	O	
I+Explanation+饮食+成分	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
I+Advice+饮食+饮食量	O	
I+Advice+饮食+饮食量	O	


GeneralAdvice+饮食++,GeneralAdvice+运动++,GeneralAdvice+治疗++	GeneralAdvice+行为++,GeneralAdvice+饮食++,GeneralAdvice+运动++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


Assure+++	Assure+++
O	O	
O	O	
O	O	
O	O	
B+Explanation+治疗+适应症	O	
I+Explanation+治疗+适应症	O	
I+Explanation+治疗+适应症	O	
I+Explanation+治疗+适应症	O	
I+Explanation+治疗+适应症	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


	none
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+治疗+检查项	B+Advice+饮食+成分	
I+AskForSure+治疗+检查项	I+Advice+饮食+成分	
I+AskForSure+治疗+检查项	I+Advice+饮食+成分	
O	O	
O	O	
O	O	
O	B+Advice+饮食+成分	
O	I+Advice+饮食+成分	
O	I+Advice+饮食+成分	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
O	O	
O	O	
B+Explanation+治疗+药品	B+Explanation+治疗+药品	
I+Explanation+治疗+药品	I+Explanation+治疗+药品	
O	I+Explanation+治疗+药品	
O	I+Explanation+治疗+药品	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Explanation+治疗+药品	
O	I+Explanation+治疗+药品	
O	I+Explanation+治疗+药品	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


AskFor+饮食+饮食名+?	AskFor+饮食+饮食名+?
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+饮食+饮食名	B+AskForSure+饮食+饮食名	
I+AskForSure+饮食+饮食名	I+AskForSure+饮食+饮食名	
O	I+AskForSure+饮食+饮食名	
O	I+AskForSure+饮食+饮食名	
B+AskForSure+饮食+饮食名	I+AskForSure+饮食+饮食名	
I+AskForSure+饮食+饮食名	I+AskForSure+饮食+饮食名	
O	O	
O	O	
O	O	
O	O	


AskFor+治疗+药品+?	AskFor+治疗+药品+?
O	O	
O	O	
O	O	
O	B+AskFor+治疗+效果	
O	I+AskFor+治疗+效果	
O	I+AskFor+治疗+效果	
O	I+AskFor+治疗+效果	
O	O	
O	O	
O	O	
O	B+AskFor+治疗+药品类型	
O	I+AskFor+治疗+药品类型	
O	I+AskFor+治疗+药品类型	
O	I+AskFor+治疗+药品类型	
O	O	
O	O	
O	O	


none	AskFor+治疗+药品+?
B+AdviceNot+问题+疾病	B+Inform+问题+疾病	
I+AdviceNot+问题+疾病	I+Inform+问题+疾病	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+AskFor+治疗+效果	
O	I+AskFor+治疗+效果	
O	I+AskFor+治疗+效果	
O	I+AskFor+治疗+效果	
O	O	


Assure+++	Assure+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	AskFor+治疗+药品+?
O	O	
B+AskForSure+治疗+效果	B+AskFor+治疗+效果	
I+AskForSure+治疗+效果	I+AskFor+治疗+效果	
I+AskForSure+治疗+效果	I+AskFor+治疗+效果	
I+AskForSure+治疗+效果	I+AskFor+治疗+效果	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
B+AskForSure+饮食+饮食名	B+AskForSure+饮食+成分	
I+AskForSure+饮食+饮食名	I+AskForSure+饮食+成分	
I+AskForSure+饮食+饮食名	I+AskForSure+饮食+成分	
O	O	
O	O	
B+AskForSure+饮食+饮食量	B+AskForSure+饮食+饮食量	
O	I+AskForSure+饮食+饮食量	
O	O	
O	O	


none	none
B+AskForSure+行为+行为名	B+AskForSure+行为+行为名	
I+AskForSure+行为+行为名	I+AskForSure+行为+行为名	
O	O	
O	O	
B+AskForSure+问题+症状	B+AskForSure+行为+效果	
I+AskForSure+问题+症状	I+AskForSure+行为+效果	
I+AskForSure+问题+症状	I+AskForSure+行为+效果	
O	O	


none	none
B+Explanation+饮食+饮食名	B+Inform+饮食+成分	
I+Explanation+饮食+饮食名	I+Inform+饮食+成分	
I+Explanation+饮食+饮食名	I+Inform+饮食+成分	


Chitchat+++	GeneralAdvice+饮食++,GeneralAdvice+运动++,GeneralAdvice+行为++
O	O	
O	O	
O	O	
O	O	
B+Advice+行为+行为名	O	
I+Advice+行为+行为名	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
O	B+Explanation+饮食+饮食名	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Explanation+饮食+饮食量	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+AdviceNot+饮食+饮食量	
O	I+AdviceNot+饮食+饮食量	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+饮食+饮食名	O	
I+AdviceNot+饮食+饮食名	O	
I+Advice+饮食+饮食量	O	
O	O	
B+Advice+饮食+饮食量	O	
I+Advice+饮食+饮食量	O	


Chitchat+++	none
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Advice+治疗+药品	
O	I+Advice+治疗+药品	
O	I+Advice+治疗+药品	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+AdviceNot+治疗+药品	
O	I+AdviceNot+治疗+药品	
O	O	
O	O	


	none
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskFor+问题+血糖值	B+Advice+问题+血糖值	
I+AskForSure+问题+血糖值	I+Advice+问题+血糖值	
I+AskForSure+问题+血糖值	I+Advice+问题+血糖值	
O	I+Advice+问题+血糖值	
O	I+Advice+问题+血糖值	
O	I+Advice+问题+血糖值	
O	I+Advice+问题+血糖值	
O	I+Advice+问题+血糖值	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
O	O	
O	O	
O	B+Inform+问题+时间	
O	I+Inform+问题+时间	
B+Inform+治疗+检查项	O	
I+Inform+治疗+检查项	O	
B+Inform+治疗+检查项	B+Inform+问题+血糖值	
I+Inform+治疗+检查项	I+Inform+问题+血糖值	
I+Inform+治疗+检查项	I+Inform+问题+血糖值	
I+Inform+治疗+检查项	B+Inform+问题+时间	
I+Inform+治疗+检查项	I+Inform+问题+时间	
I+Inform+治疗+检查项	I+Inform+问题+时间	
B+Inform+治疗+检查值	B+Inform+问题+血糖值	
I+Inform+治疗+检查值	I+Inform+问题+血糖值	
I+Inform+治疗+检查值	I+Inform+问题+血糖值	
O	O	
O	B+Inform+问题+时间	
O	I+Inform+问题+时间	
B+AskForSure+问题+血糖值	B+Inform+问题+血糖值	
I+Inform+治疗+检查值	I+Inform+问题+血糖值	
I+AskForSure+治疗+检查值	I+Inform+问题+血糖值	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


Assure+++	Assure+++
O	O	
O	O	
O	O	
B+Inform+行为+行为名	B+Inform+行为+行为名	
I+Inform+行为+行为名	I+Inform+行为+行为名	
I+Inform+行为+行为名	I+Inform+行为+行为名	
I+Inform+行为+行为名	I+Inform+行为+行为名	
O	O	
B+Inform+问题+时间	B+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
O	O	
O	O	
B+Inform+问题+血糖值	B+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
O	O	
B+Inform+问题+时间	O	
I+Inform+问题+时间	B+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+血糖值	O	
I+Inform+问题+血糖值	O	
I+Inform+问题+血糖值	B+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	


none	none
O	O	
B+Inform+饮食+时间	O	
I+Inform+饮食+时间	O	
O	O	
B+Inform+饮食+饮食量	B+Inform+饮食+饮食量	
I+Inform+饮食+饮食量	I+Inform+饮食+饮食量	
I+Inform+饮食+饮食名	I+Inform+饮食+饮食量	
I+Inform+饮食+饮食名	B+Inform+饮食+饮食名	
I+Inform+饮食+饮食名	I+Inform+饮食+饮食名	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Inform+饮食+饮食名	B+Inform+饮食+饮食量	
I+Inform+饮食+饮食量	I+Inform+饮食+饮食量	
I+Inform+饮食+饮食量	I+Inform+饮食+饮食量	
B+Inform+饮食+饮食名	B+Inform+饮食+饮食名	
O	O	
O	O	
O	O	
B+Inform+问题+血糖值	O	
I+Inform+问题+血糖值	O	
O	O	
I+Inform+问题+血糖值	B+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	


none	none
B+Explanation+治疗+检查项	O	
I+Explanation+治疗+检查项	O	
O	O	
O	O	
O	B+AdviceNot+治疗+药品类型	
B+Explanation+治疗+检查项	I+AdviceNot+治疗+药品类型	
O	I+AdviceNot+治疗+药品类型	
O	I+AdviceNot+治疗+药品类型	
O	I+AdviceNot+治疗+药品类型	
O	I+AdviceNot+治疗+药品类型	
O	I+AdviceNot+治疗+药品类型	
B+Explanation+治疗+时间	I+AdviceNot+治疗+药品类型	
I+Explanation+治疗+时间	O	
I+Explanation+治疗+时间	O	
I+Advice+治疗+时间	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
B+Inform+治疗+检查项	B+Inform+治疗+检查项	
I+Inform+治疗+检查项	I+Inform+治疗+检查项	
B+Inform+治疗+检查值	O	
O	O	
B+Inform+治疗+检查值	O	
I+Inform+治疗+检查值	O	
O	O	
B+Inform+治疗+检查值	O	
O	O	
O	O	
O	B+Inform+治疗+检查值	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
B+Inform+治疗+检查项	B+Inform+治疗+检查项	
I+Inform+治疗+检查项	I+Inform+治疗+检查项	
I+Inform+治疗+检查项	B+Inform+治疗+检查值	
O	O	
O	O	
B+Inform+治疗+药品	B+AskForSure+治疗+药品	
I+Inform+治疗+药品	I+AskForSure+治疗+药品	
I+Inform+治疗+药品	I+AskForSure+治疗+药品	
I+AskForSure+治疗+药品	I+AskForSure+治疗+药品	
I+AskForSure+治疗+药品	I+AskForSure+治疗+药品	
I+AskForSure+治疗+药品	I+AskForSure+治疗+药品	
I+AskForSure+治疗+药品	I+AskForSure+治疗+药品	
O	O	
O	O	
O	O	
B+AskForSure+行为+行为名	O	
I+AskForSure+行为+行为名	O	
O	O	
O	O	
O	O	


none	none
O	O	
O	B+Inform+行为+时间	
O	I+Inform+行为+时间	
O	B+Inform+行为+行为名	
O	I+Inform+行为+行为名	
O	I+Inform+行为+行为名	
I+Inform+行为+行为名	I+Inform+行为+行为名	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+行为+行为名	O	
I+AskForSure+行为+行为名	O	
O	O	
O	O	


none	none
B+Advice+饮食+饮食量	B+Advice+饮食+饮食量	
I+Advice+饮食+饮食量	I+Advice+饮食+饮食量	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	Chitchat+++
B+AskHow+治疗+检查项	O	
I+AskHow+治疗+检查项	O	
O	O	
B+AskHow+治疗+检查项	O	
I+AskHow+治疗+检查项	O	
B+AskHow+治疗+检查值	O	
I+AskHow+治疗+检查值	O	
O	O	
O	O	
O	O	
O	O	


none	Chitchat+++
O	O	
O	O	
O	O	
O	O	
O	O	
B+Inform+问题+血糖值	O	
I+Inform+问题+血糖值	O	
B+Inform+问题+血糖值	O	
I+Inform+问题+血糖值	O	
I+Inform+问题+血糖值	O	


none	none
B+AskForSure+问题+时间	B+AskForSure+问题+疾病	
I+AskForSure+问题+时间	I+AskForSure+问题+疾病	
O	O	
O	O	
O	O	


none	none
B+Inform+问题+疾病	B+Inform+饮食+饮食量	
I+Inform+问题+疾病	I+Inform+饮食+饮食量	
I+Inform+问题+疾病	I+Inform+饮食+饮食量	


GeneralAdvice+饮食++,GeneralAdvice+运动++	GeneralAdvice+运动++,GeneralAdvice+饮食++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Explanation+问题+血糖值	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


GeneralExplanation+问题++	GeneralExplanation+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


GeneralAdvice+运动++	none
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Advice+行为+时间	
O	I+Advice+行为+时间	
O	I+Advice+行为+时间	
O	I+Advice+行为+时间	
O	O	
O	B+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	O	
O	O	
O	O	
O	O	
O	B+Advice+运动+时间	
O	I+Advice+运动+时间	
O	O	
O	O	
O	O	
O	B+Advice+运动+运动名	
O	I+Advice+运动+运动名	


none	none
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+AskForSure+问题+症状	
O	I+AskForSure+问题+症状	
B+Inform+问题+血糖值	I+AskForSure+问题+症状	
I+AskForSure+问题+血糖值	I+AskForSure+问题+症状	
I+AskForSure+问题+血糖值	I+AskForSure+问题+症状	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+行为+行为名	B+AskForSure+治疗+治疗名	
I+AskForSure+行为+行为名	I+AskForSure+治疗+治疗名	
O	O	
O	O	
B+AskForSure+行为+行为名	B+AskForSure+治疗+治疗名	
I+AskForSure+行为+行为名	I+AskForSure+治疗+治疗名	
I+AskForSure+行为+行为名	I+AskForSure+治疗+治疗名	
I+AskForSure+行为+行为名	I+AskForSure+治疗+治疗名	
I+AskForSure+行为+行为名	I+AskForSure+治疗+治疗名	
I+AskForSure+行为+行为名	I+AskForSure+治疗+治疗名	
O	O	
O	O	
O	O	
B+AskForSure+治疗+药品	O	
I+AskForSure+治疗+药品	O	
I+AskForSure+治疗+药品	B+AskForSure+治疗+用药量	
I+AskForSure+治疗+药品	I+AskForSure+治疗+用药量	
B+AskForSure+治疗+药品	B+AskForSure+治疗+药品	
I+AskForSure+治疗+药品	I+AskForSure+治疗+药品	
I+AskForSure+治疗+药品	I+AskForSure+治疗+药品	
O	O	
I+AskForSure+治疗+药品	O	


	none
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+AskHow+运动+时间	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
B+Explanation+治疗+药品	B+Advice+治疗+药品	
I+Explanation+治疗+药品	I+Advice+治疗+药品	
I+Explanation+治疗+药品	I+Advice+治疗+药品	
O	O	
O	O	
O	O	
O	B+Advice+治疗+用药量	
O	I+Advice+治疗+用药量	
O	I+Advice+治疗+用药量	
I+Explanation+治疗+时间	I+Advice+治疗+用药量	
O	O	
I+Explanation+治疗+时间	O	
I+Explanation+治疗+时间	O	
I+Explanation+治疗+时间	O	
O	O	
O	O	
B+Advice+治疗+用药量	B+Advice+治疗+用药量	
I+Explanation+治疗+时间	I+Advice+治疗+用药量	
I+Explanation+治疗+时间	I+Advice+治疗+用药量	
O	I+Advice+治疗+用药量	
I+Explanation+治疗+时间	I+Advice+治疗+用药量	
O	O	
B+Advice+治疗+时间	B+Advice+治疗+用药（治疗）频率	
I+Advice+行为+频率	I+Advice+治疗+用药（治疗）频率	
I+Advice+行为+频率	I+Advice+治疗+用药（治疗）频率	
I+Advice+行为+频率	I+Advice+治疗+用药（治疗）频率	
I+Advice+行为+频率	I+Advice+治疗+用药（治疗）频率	
I+Advice+行为+频率	I+Advice+治疗+用药（治疗）频率	


none	none
O	O	
O	O	
O	O	
O	O	
O	O	
B+Inform+治疗+药品	B+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
B+Inform+治疗+时间	B+Inform+治疗+时间	
I+Inform+治疗+时间	I+Inform+治疗+时间	
O	B+Inform+治疗+用药量	
B+Inform+治疗+用药量	I+Inform+治疗+用药量	
I+Inform+治疗+用药量	I+Inform+治疗+用药量	
I+Inform+治疗+用药量	I+Inform+治疗+用药量	
O	O	
O	O	
O	O	
B+Inform+问题+时间	B+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
B+Inform+问题+血糖值	B+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
B+Inform+问题+血糖值	B+Inform+问题+时间	
I+Inform+问题+血糖值	I+Inform+问题+时间	
O	O	
B+Inform+问题+血糖值	B+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	


none	none
O	B+Inform+治疗+治疗名	
B+Inform+治疗+药品	B+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
O	O	
O	O	
O	O	
B+Inform+治疗+用药量	B+Inform+治疗+用药量	
I+Inform+治疗+用药量	I+Inform+治疗+用药量	
I+Inform+治疗+用药量	I+Inform+治疗+用药量	
I+Inform+治疗+用药量	I+Inform+治疗+用药量	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+AskHow+治疗+治疗名	
O	I+AskHow+治疗+治疗名	


none	Chitchat+++
O	O	
O	O	
O	B+Explanation+问题+血糖值	
O	O	
O	O	
O	O	
I+Explanation+饮食+饮食名	O	
O	O	
O	O	
O	O	
B+Explanation+饮食+饮食量	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


	AskHow+++
O	O	
O	B+Inform+问题+时间	
O	I+Inform+问题+时间	
B+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
O	O	
B+AskForSure+问题+血糖值	B+Inform+问题+血糖值	
I+AskForSure+问题+血糖值	I+Inform+问题+血糖值	
I+AskForSure+问题+血糖值	I+Inform+问题+血糖值	
O	O	
O	B+Inform+问题+时间	
O	I+Inform+问题+时间	
O	I+Inform+问题+时间	
I+AskForSure+问题+时间	I+Inform+问题+时间	
O	O	
B+AskForSure+问题+血糖值	B+Inform+问题+血糖值	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
B+Inform+治疗+时间	B+Inform+治疗+时间	
O	I+Inform+治疗+时间	
O	I+Inform+治疗+时间	
I+Inform+治疗+时间	I+Inform+治疗+时间	
O	O	
B+Inform+治疗+用药量	B+Inform+治疗+用药量	
I+Inform+治疗+用药量	I+Inform+治疗+用药量	
I+Inform+治疗+用药量	I+Inform+治疗+用药量	
I+Inform+治疗+用药量	I+Inform+治疗+用药量	
O	O	
O	B+Inform+治疗+效果	
O	I+Inform+治疗+效果	
O	I+Inform+治疗+效果	
O	O	
B+Inform+问题+时间	B+Inform+治疗+时间	
I+Inform+问题+时间	I+Inform+治疗+时间	
O	O	
I+Inform+治疗+时间	B+Inform+治疗+用药量	


none	Assure+++
O	O	
O	O	
O	O	
O	O	
O	O	
I+AdviceNot+行为+行为名	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+行为+行为名	O	
I+AdviceNot+行为+行为名	O	
I+AdviceNot+行为+行为名	O	


	none
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Explanation+问题+血糖值	O	
I+Explanation+问题+血糖值	O	
O	O	
O	O	
O	O	
O	O	
O	B+AdviceNot+行为+行为名	
O	B+AdviceNot+治疗+药品	
O	I+AdviceNot+治疗+药品	
O	I+AdviceNot+治疗+药品	


none	none
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+治疗+药品	B+AskForSure+治疗+用药量	
O	O	
O	O	
O	O	
O	O	
O	O	


	none
O	B+AskForSure+治疗+用药量	
O	I+AskForSure+治疗+用药量	
B+Inform+治疗+持续时长	I+AskForSure+治疗+用药量	
I+Inform+治疗+持续时长	I+AskForSure+治疗+用药量	
I+Inform+治疗+持续时长	I+AskForSure+治疗+用药量	
O	O	
O	O	
O	O	
O	O	


	Accept+++
O	O	


GeneralExplanation+治疗++,GeneralExplanation+问题++	GeneralExplanation+问题++
O	B+Explanation+治疗+药品	
O	I+Explanation+治疗+药品	
O	I+Explanation+治疗+药品	
O	O	
O	B+Explanation+问题+症状部位	
O	I+Explanation+问题+症状部位	
O	B+Explanation+问题+症状	
O	I+Explanation+问题+症状	
O	I+Explanation+问题+症状	
O	O	
O	O	
O	B+Explanation+问题+症状部位	
O	I+Explanation+问题+症状部位	
O	I+Explanation+问题+症状部位	
O	O	
O	B+Explanation+问题+症状部位	
O	I+Explanation+问题+症状部位	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Explanation+问题+症状	
O	I+Explanation+问题+症状	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
